CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA
1;CH;7952;E;1;0;;1.625;1.122;0.177;Azul;137;
1;CH;8120;C;16;0;;2.442;0.208;0.171;Rosa;140;
1;CH;9054;C;25;0;;2.169;1.621;0.188;Amarelo;138;
1;CH;9689;A;3;0;;1.766;-0.102;0.164;Branco;139;
1;CH;9689;A;3;0;;1.766;-0.102;0.164;Branco (Ledor);154;
2;CH;8011;A;13;0;;1.568;-0.189;0.168;Branco;139;
2;CH;8011;A;13;0;;1.568;-0.189;0.168;Branco (Ledor);154;
2;CH;8450;E;26;0;;0.929;0.518;0.171;Amarelo;138;
2;CH;8454;E;27;0;;2.156;2.567;0.148;Rosa;140;
2;CH;9690;A;23;0;;2.016;0.823;0.203;Azul;137;
3;CH;7569;B;9;0;;2.851;0.683;0.133;Rosa;140;
3;CH;8503;B;9;0;;2.617;1.099;0.252;Amarelo;138;
3;CH;11047;D;24;0;;1.324;2.95;0.286;Azul;137;
3;CH;14121;B;24;0;;2.641;0.468;0.16;Branco;139;
3;CH;14121;B;24;0;;2.641;0.468;0.16;Branco (Ledor);154;
4;CH;7592;D;21;0;;2.375;1.921;0.066;Rosa;140;
4;CH;7795;D;22;0;;2.159;0.644;0.142;Branco;139;
4;CH;7795;D;22;0;;2.159;0.644;0.142;Branco (Ledor);154;
4;CH;8102;B;3;0;;2.155;0.752;0.254;Azul;137;
4;CH;14529;E;11;0;;2.383;0.003;0.167;Amarelo;138;
5;CH;7586;D;2;0;;1.493;0.705;0.146;Rosa;140;
5;CH;7589;E;12;0;;2.155;0.211;0.171;Branco;139;
5;CH;7589;E;12;0;;2.155;0.211;0.171;Branco (Ledor);154;
5;CH;7612;C;22;0;;1.272;-0.224;0.202;Amarelo;138;
5;CH;9689;A;3;0;;1.766;-0.102;0.164;Azul;137;
6;CH;7597;E;7;0;;1.253;1.64;0.267;Branco;139;
6;CH;7784;E;1;0;;1.139;1.975;0.199;Branco (Ledor);154;
6;CH;8011;A;13;0;;1.568;-0.189;0.168;Azul;137;
6;CH;8416;C;17;0;;1.147;3.067;0.244;Rosa;140;
6;CH;8451;A;29;0;;1.398;-0.295;0.15;Amarelo;138;
7;CH;7572;E;15;0;;1.194;1.197;0.222;Branco;139;
7;CH;7572;E;15;0;;1.194;1.197;0.222;Branco (Ledor);154;
7;CH;7952;E;1;0;;1.625;1.122;0.177;Amarelo;138;
7;CH;10932;D;4;0;;2.451;0.542;0.14;Rosa;140;
7;CH;14121;B;24;0;;2.641;0.468;0.16;Azul;137;
8;CH;6899;E;2;0;;2.165;0.333;0.145;Branco;139;
8;CH;6899;E;2;0;;2.165;0.333;0.145;Branco (Ledor);154;
8;CH;7795;D;22;0;;2.159;0.644;0.142;Azul;137;
8;CH;9690;A;23;0;;2.016;0.823;0.203;Amarelo;138;
8;CH;13850;A;26;0;;1.687;1.227;0.123;Rosa;140;
9;CH;6905;E;22;0;;1.336;1.262;0.122;Branco (Ledor);154;
9;CH;7952;E;1;0;;1.625;1.122;0.177;Branco;139;
9;CH;9054;C;25;0;;2.169;1.621;0.188;Azul;137;
9;CH;9101;E;4;0;;1.688;2.01;0.187;Rosa;140;
9;CH;9689;A;3;0;;1.766;-0.102;0.164;Amarelo;138;
10;CH;8011;A;13;0;;1.568;-0.189;0.168;Amarelo;138;
10;CH;8450;E;26;0;;0.929;0.518;0.171;Azul;137;
10;CH;9690;A;23;0;;2.016;0.823;0.203;Branco;139;
10;CH;9690;A;23;0;;2.016;0.823;0.203;Branco (Ledor);154;
10;CH;11449;C;23;0;;1.135;2.452;0.189;Rosa;140;
11;CH;7952;E;1;0;;1.625;1.122;0.177;Rosa;140;
11;CH;8503;B;9;0;;2.617;1.099;0.252;Azul;137;
11;CH;9054;C;25;0;;2.169;1.621;0.188;Branco;139;
11;CH;9054;C;25;0;;2.169;1.621;0.188;Branco (Ledor);154;
11;CH;14121;B;24;0;;2.641;0.468;0.16;Amarelo;138;
12;CH;7592;D;21;0;;2.375;1.921;0.066;Azul;137;
12;CH;7795;D;22;0;;2.159;0.644;0.142;Amarelo;138;
12;CH;8450;E;26;0;;0.929;0.518;0.171;Branco;139;
12;CH;8450;E;26;0;;0.929;0.518;0.171;Branco (Ledor);154;
12;CH;9690;A;23;0;;2.016;0.823;0.203;Rosa;140;
13;CH;7586;D;2;0;;1.493;0.705;0.146;Azul;137;
13;CH;8503;B;9;0;;2.617;1.099;0.252;Branco;139;
13;CH;8503;B;9;0;;2.617;1.099;0.252;Branco (Ledor);154;
13;CH;9689;A;3;0;;1.766;-0.102;0.164;Rosa;140;
13;CH;11047;D;24;0;;1.324;2.95;0.286;Amarelo;138;
14;CH;8011;A;13;0;;1.568;-0.189;0.168;Rosa;140;
14;CH;8102;B;3;0;;2.155;0.752;0.254;Amarelo;138;
14;CH;8120;C;16;0;;2.442;0.208;0.171;Branco;139;
14;CH;8120;C;16;0;;2.442;0.208;0.171;Branco (Ledor);154;
14;CH;8416;C;17;0;;1.147;3.067;0.244;Azul;137;
15;CH;7589;E;12;0;;2.155;0.211;0.171;Azul;137;
15;CH;7600;C;10;0;;1.544;0.871;0.129;Amarelo;138;
15;CH;8454;E;27;0;;2.156;2.567;0.148;Branco;139;
15;CH;8454;E;27;0;;2.156;2.567;0.148;Branco (Ledor);154;
15;CH;14121;B;24;0;;2.641;0.468;0.16;Rosa;140;
16;CH;7569;B;9;0;;2.851;0.683;0.133;Branco;139;
16;CH;7569;B;9;0;;2.851;0.683;0.133;Branco (Ledor);154;
16;CH;7597;E;7;0;;1.253;1.64;0.267;Azul;137;
16;CH;7795;D;22;0;;2.159;0.644;0.142;Rosa;140;
16;CH;13971;D;15;0;;1.157;2.747;0.271;Amarelo;138;
17;CH;7572;E;15;0;;1.194;1.197;0.222;Azul;137;
17;CH;8447;C;28;0;;2.073;1.029;0.116;Amarelo;138;
17;CH;11047;D;24;0;;1.324;2.95;0.286;Branco;139;
17;CH;11047;D;24;0;;1.324;2.95;0.286;Branco (Ledor);154;
17;CH;11047;D;24;0;;1.324;2.95;0.286;Rosa;140;
18;CH;6899;E;2;0;;2.165;0.333;0.145;Azul;137;
18;CH;8102;B;3;0;;2.155;0.752;0.254;Branco;139;
18;CH;8102;B;3;0;;2.155;0.752;0.254;Branco (Ledor);154;
18;CH;8102;B;3;0;;2.155;0.752;0.254;Rosa;140;
18;CH;14075;E;13;0;;1.136;0.806;0.162;Amarelo;138;
19;CH;7589;E;12;0;;2.155;0.211;0.171;Amarelo;138;
19;CH;7592;D;21;0;;2.375;1.921;0.066;Branco;139;
19;CH;7592;D;21;0;;2.375;1.921;0.066;Branco (Ledor);154;
19;CH;8120;C;16;0;;2.442;0.208;0.171;Azul;137;
19;CH;8452;A;27;0;;2.045;0.589;0.192;Rosa;140;
20;CH;7012;B;20;0;;1.853;1.539;0.111;Rosa;140;
20;CH;7586;D;2;0;;1.493;0.705;0.146;Branco;139;
20;CH;7586;D;2;0;;1.493;0.705;0.146;Branco (Ledor);154;
20;CH;7597;E;7;0;;1.253;1.64;0.267;Amarelo;138;
20;CH;8454;E;27;0;;2.156;2.567;0.148;Azul;137;
21;CH;7569;B;9;0;;2.851;0.683;0.133;Azul;137;
21;CH;7572;E;15;0;;1.194;1.197;0.222;Amarelo;138;
21;CH;8416;C;17;0;;1.147;3.067;0.244;Branco;139;
21;CH;8416;C;17;0;;1.147;3.067;0.244;Branco (Ledor);154;
21;CH;14192;E;28;0;;1.318;2.64;0.286;Rosa;140;
22;CH;6899;E;2;0;;2.165;0.333;0.145;Amarelo;138;
22;CH;7559;E;8;0;;0.891;2.348;0.151;Rosa;140;
22;CH;7600;C;10;0;;1.544;0.871;0.129;Azul;137;
22;CH;7600;C;10;0;;1.544;0.871;0.129;Branco;139;
22;CH;7600;C;10;0;;1.544;0.871;0.129;Branco (Ledor);154;
23;CH;8120;C;16;0;;2.442;0.208;0.171;Amarelo;138;
23;CH;13971;D;15;0;;1.157;2.747;0.271;Azul;137;
23;CH;13971;D;15;0;;1.157;2.747;0.271;Branco;139;
23;CH;13971;D;15;0;;1.157;2.747;0.271;Branco (Ledor);154;
23;CH;15288;E;18;0;;1.918;2.127;0.143;Rosa;140;
24;CH;7589;E;12;0;;2.155;0.211;0.171;Rosa;140;
24;CH;8166;A;6;0;;2.013;0.909;0.134;Azul;137;
24;CH;8454;E;27;0;;2.156;2.567;0.148;Amarelo;138;
24;CH;10932;D;4;0;;2.451;0.542;0.14;Branco;139;
24;CH;10932;D;4;0;;2.451;0.542;0.14;Branco (Ledor);154;
25;CH;7569;B;9;0;;2.851;0.683;0.133;Amarelo;138;
25;CH;7597;E;7;0;;1.253;1.64;0.267;Rosa;140;
25;CH;9218;D;1;0;;1.276;1.196;0.274;Azul;137;
25;CH;13850;A;26;0;;1.687;1.227;0.123;Branco;139;
25;CH;13850;A;26;0;;1.687;1.227;0.123;Branco (Ledor);154;
26;CH;7572;E;15;0;;1.194;1.197;0.222;Rosa;140;
26;CH;7592;D;21;0;;2.375;1.921;0.066;Amarelo;138;
26;CH;8447;C;28;0;;2.073;1.029;0.116;Azul;137;
26;CH;9101;E;4;0;;1.688;2.01;0.187;Branco;139;
26;CH;9101;E;4;0;;1.688;2.01;0.187;Branco (Ledor);154;
27;CH;6899;E;2;0;;2.165;0.333;0.145;Rosa;140;
27;CH;7586;D;2;0;;1.493;0.705;0.146;Amarelo;138;
27;CH;11449;C;23;0;;1.135;2.452;0.189;Branco;139;
27;CH;11449;C;23;0;;1.135;2.452;0.189;Branco (Ledor);154;
27;CH;14075;E;13;0;;1.136;0.806;0.162;Azul;137;
28;CH;8416;C;17;0;;1.147;3.067;0.244;Amarelo;138;
28;CH;8452;A;27;0;;2.045;0.589;0.192;Branco;139;
28;CH;8452;A;27;0;;2.045;0.589;0.192;Branco (Ledor);154;
28;CH;9054;C;25;0;;2.169;1.621;0.188;Rosa;140;
28;CH;10932;D;4;0;;2.451;0.542;0.14;Azul;137;
29;CH;7012;B;20;0;;1.853;1.539;0.111;Branco;139;
29;CH;7012;B;20;0;;1.853;1.539;0.111;Branco (Ledor);154;
29;CH;8450;E;26;0;;0.929;0.518;0.171;Rosa;140;
29;CH;11330;C;11;0;;1.225;0.043;0.191;Amarelo;138;
29;CH;13850;A;26;0;;1.687;1.227;0.123;Azul;137;
30;CH;8503;B;9;0;;2.617;1.099;0.252;Rosa;140;
30;CH;9101;E;4;0;;1.688;2.01;0.187;Azul;137;
30;CH;11559;D;5;0;;1.539;1.943;0.135;Amarelo;138;
30;CH;14192;E;28;0;;1.318;2.64;0.286;Branco;139;
30;CH;14192;E;28;0;;1.318;2.64;0.286;Branco (Ledor);154;
31;CH;7559;E;8;0;;0.891;2.348;0.151;Branco;139;
31;CH;7559;E;8;0;;0.891;2.348;0.151;Branco (Ledor);154;
31;CH;7971;A;19;0;;1.451;1.861;0.106;Amarelo;138;
31;CH;11449;C;23;0;;1.135;2.452;0.189;Azul;137;
31;CH;14529;E;11;0;;2.383;0.003;0.167;Rosa;140;
32;CH;7612;C;22;0;;1.272;-0.224;0.202;Rosa;140;
32;CH;8166;A;6;0;;2.013;0.909;0.134;Amarelo;138;
32;CH;8452;A;27;0;;2.045;0.589;0.192;Azul;137;
32;CH;15288;E;18;0;;1.918;2.127;0.143;Branco;139;
32;CH;15288;E;18;0;;1.918;2.127;0.143;Branco (Ledor);154;
33;CH;7012;B;20;0;;1.853;1.539;0.111;Azul;137;
33;CH;8451;A;29;0;;1.398;-0.295;0.15;Rosa;140;
33;CH;9218;D;1;0;;1.276;1.196;0.274;Amarelo;138;
33;CH;11330;C;11;0;;1.225;0.043;0.191;Branco;139;
33;CH;11330;C;11;0;;1.225;0.043;0.191;Branco (Ledor);154;
34;CH;7600;C;10;0;;1.544;0.871;0.129;Rosa;140;
34;CH;11559;D;5;0;;1.539;1.943;0.135;Branco;139;
34;CH;11559;D;5;0;;1.539;1.943;0.135;Branco (Ledor);154;
34;CH;12077;A;29;0;;1.126;1.082;0.154;Amarelo;138;
34;CH;14192;E;28;0;;1.318;2.64;0.286;Azul;137;
35;CH;7559;E;8;0;;0.891;2.348;0.151;Azul;137;
35;CH;7971;A;19;0;;1.451;1.861;0.106;Branco;139;
35;CH;7971;A;19;0;;1.451;1.861;0.106;Branco (Ledor);154;
35;CH;8438;E;30;0;;0.914;1;0.19;Amarelo;138;
35;CH;13971;D;15;0;;1.157;2.747;0.271;Rosa;140;
36;CH;8424;E;14;0;;2.153;1.267;0.1;Amarelo;138;
36;CH;8447;C;28;0;;2.073;1.029;0.116;Branco;139;
36;CH;8447;C;28;0;;2.073;1.029;0.116;Branco (Ledor);154;
36;CH;11330;C;11;0;;1.225;0.043;0.191;Rosa;140;
36;CH;15288;E;18;0;;1.918;2.127;0.143;Azul;137;
37;CH;8452;A;27;0;;2.045;0.589;0.192;Amarelo;138;
37;CH;11559;D;5;0;;1.539;1.943;0.135;Rosa;140;
37;CH;12077;A;29;0;;1.126;1.082;0.154;Azul;137;
37;CH;14075;E;13;0;;1.136;0.806;0.162;Branco;139;
37;CH;14075;E;13;0;;1.136;0.806;0.162;Branco (Ledor);154;
38;CH;7012;B;20;0;;1.853;1.539;0.111;Amarelo;138;
38;CH;7971;A;19;0;;1.451;1.861;0.106;Rosa;140;
38;CH;8166;A;6;0;;2.013;0.909;0.134;Branco;139;
38;CH;8438;E;30;0;;0.914;1;0.19;Azul;137;
38;CH;9878;A;8;0;;1.817;0.576;0.135;Branco (Ledor);154;
39;CH;8166;A;6;0;;2.013;0.909;0.134;Rosa;140;
39;CH;8424;E;14;0;;2.153;1.267;0.1;Azul;137;
39;CH;9218;D;1;0;;1.276;1.196;0.274;Branco;139;
39;CH;9218;D;1;0;;1.276;1.196;0.274;Branco (Ledor);154;
39;CH;14192;E;28;0;;1.318;2.64;0.286;Amarelo;138;
40;CH;7559;E;8;0;;0.891;2.348;0.151;Amarelo;138;
40;CH;9218;D;1;0;;1.276;1.196;0.274;Rosa;140;
40;CH;12077;A;29;0;;1.126;1.082;0.154;Branco;139;
40;CH;12077;A;29;0;;1.126;1.082;0.154;Branco (Ledor);154;
40;CH;14529;E;11;0;;2.383;0.003;0.167;Azul;137;
41;CH;7612;C;22;0;;1.272;-0.224;0.202;Azul;137;
41;CH;8438;E;30;0;;0.914;1;0.19;Branco;139;
41;CH;8438;E;30;0;;0.914;1;0.19;Branco (Ledor);154;
41;CH;12077;A;29;0;;1.126;1.082;0.154;Rosa;140;
41;CH;15288;E;18;0;;1.918;2.127;0.143;Amarelo;138;
42;CH;8424;E;14;0;;2.153;1.267;0.1;Branco;139;
42;CH;8424;E;14;0;;2.153;1.267;0.1;Branco (Ledor);154;
42;CH;8438;E;30;0;;0.914;1;0.19;Rosa;140;
42;CH;8451;A;29;0;;1.398;-0.295;0.15;Azul;137;
42;CH;10932;D;4;0;;2.451;0.542;0.14;Amarelo;138;
43;CH;8424;E;14;0;;2.153;1.267;0.1;Rosa;140;
43;CH;11330;C;11;0;;1.225;0.043;0.191;Azul;137;
43;CH;13850;A;26;0;;1.687;1.227;0.123;Amarelo;138;
43;CH;14529;E;11;0;;2.383;0.003;0.167;Branco;139;
43;CH;14529;E;11;0;;2.383;0.003;0.167;Branco (Ledor);154;
44;CH;7612;C;22;0;;1.272;-0.224;0.202;Branco;139;
44;CH;7612;C;22;0;;1.272;-0.224;0.202;Branco (Ledor);154;
44;CH;8447;C;28;0;;2.073;1.029;0.116;Rosa;140;
44;CH;9101;E;4;0;;1.688;2.01;0.187;Amarelo;138;
44;CH;11559;D;5;0;;1.539;1.943;0.135;Azul;137;
45;CH;7971;A;19;0;;1.451;1.861;0.106;Azul;137;
45;CH;8451;A;29;0;;1.398;-0.295;0.15;Branco;139;
45;CH;8451;A;29;0;;1.398;-0.295;0.15;Branco (Ledor);154;
45;CH;11449;C;23;0;;1.135;2.452;0.189;Amarelo;138;
45;CH;14075;E;13;0;;1.136;0.806;0.162;Rosa;140;
46;CN;7720;B;2;0;;2.088;1.096;0.072;Azul;141;
46;CN;8039;E;23;0;;1.073;-0.203;0.206;Branco;143;
46;CN;8039;E;23;0;;1.073;-0.203;0.206;Branco (Ledor);153;
46;CN;8987;D;15;0;;1.887;0.897;0.279;Rosa;144;
46;CN;10813;C;23;0;;1.738;1.226;0.145;Amarelo;142;
47;CN;7859;B;12;0;;1.532;2.288;0.184;Amarelo;142;
47;CN;10549;E;4;0;;1.589;0.266;0.101;Branco;143;
47;CN;10549;E;4;0;;1.589;0.266;0.101;Branco (Ledor);153;
47;CN;12242;D;28;0;;1.175;2.965;0.163;Rosa;144;
47;CN;13481;A;19;0;;2.718;0.371;0.172;Azul;141;
48;CN;7530;A;29;0;;3.042;0.65;0.229;Amarelo;142;
48;CN;13470;D;10;0;;1.027;-0.639;0.193;Branco;143;
48;CN;13470;D;10;0;;1.027;-0.639;0.193;Branco (Ledor);153;
48;CN;13701;A;25;0;;1.651;0.811;0.262;Rosa;144;
48;CN;14970;E;11;0;;2.232;1.766;0.215;Azul;141;
49;CN;9749;B;26;0;;3.558;1.372;0.206;Rosa;144;
49;CN;11971;B;1;0;;2.275;0.957;0.15;Amarelo;142;
49;CN;13100;B;24;0;;3.122;1.118;0.15;Azul;141;
49;CN;14952;A;19;0;;1.962;0.736;0.177;Branco;143;
49;CN;14952;A;19;0;;1.962;0.736;0.177;Branco (Ledor);153;
50;CN;7720;B;2;0;;2.088;1.096;0.072;Branco;143;
50;CN;7720;B;2;0;;2.088;1.096;0.072;Branco (Ledor);153;
50;CN;8039;E;23;0;;1.073;-0.203;0.206;Azul;141;
50;CN;11088;D;6;0;;2.214;2.17;0.068;Amarelo;142;
50;CN;13755;E;26;0;;2.226;-0.365;0.145;Rosa;144;
51;CN;8998;D;7;0;;1.425;1.592;0.201;Amarelo;142;
51;CN;10549;E;4;0;;1.589;0.266;0.101;Azul;141;
51;CN;10698;C;20;0;;1.883;0.118;0.163;Rosa;144;
51;CN;13481;A;19;0;;2.718;0.371;0.172;Branco;143;
51;CN;13481;A;19;0;;2.718;0.371;0.172;Branco (Ledor);153;
52;CN;10766;E;5;0;;1.849;2.336;0.155;Rosa;144;
52;CN;13155;A;2;0;;1.781;1.583;0.173;Amarelo;142;
52;CN;13470;D;10;0;;1.027;-0.639;0.193;Azul;141;
52;CN;14970;E;11;0;;2.232;1.766;0.215;Branco;143;
52;CN;14970;E;11;0;;2.232;1.766;0.215;Branco (Ledor);153;
53;CN;7515;B;18;0;;2.658;1.409;0.335;Branco (Ledor);153;
53;CN;7538;E;10;0;;1.511;1.598;0.2;Rosa;144;
53;CN;10925;C;17;0;;3.419;1.315;0.165;Amarelo;142;
